Identificador de la vivienda,Mujer,Edad,Tamaño de localidad,Agua de la red pública,Confianza con la salud,Continuidad en el suministro,Agua para beber,Alimentos descongelados,Energía para cocinar,Recolección de basura,Separación de basura,Número de vehículos,Elección de productos de limpieza,Elección de alimentos,Especificación de alimentos,Menos empaques,Reusar empaques,Gasto de gasolina,Fenómeno climático,Cultivos
2260213008,1,40,4,1,3,3,2,2,3,1,1,0,4,2, ,3,3,3,2, 
2260433102,1,46,4,1,3,3,1,1,3,2,2,2,4,2, ,3,3,3,2, 
2260433216,1,48,4,1,3,3,2,2,3,2,1,1,5,2, ,3,3,3,2, 
2260471153,1,38,4,1,2,3,1,1,3,1,2,2,1,2, ,3,3,3,2, 
2260471368,1,53,4,2, , ,1,2,3,1,1,0,5,2, ,3,3,3,2, 
2300032116,1,47,1,1,2,2,1,1,3,1,2,2,5,2, ,3,3,3,2, 
2301261057,1,40,1,1,2,2,1,2,3,1,1,0,1,2, ,3,3,3,2, 
2301272008,1,45,1,1,1,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
2301362071,1,22,1,1,2,2,1,1,3,1,2,1,2,2, ,3,3,1,2, 
2301458102,1,30,1,1,1,3,1,2,3,1,2,1,1,2, ,3,3,3,2, 
2301689194,1,26,1,1,3,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
2301700127,1,40,1,1,3,3,1,2,3,1,2,1,1,2, ,3,3,3,2, 
2302035076,1,43,1,2, , ,1,2,3,1,2,1,1,2, ,3,3,3,2, 
2302065022,1,47,1,1,3,3,1,2,3,1,2,1,2,2, ,3,3,3,2, 
2302065076,1,49,1,1,3,3,1,2,3,1,1,2,2,2, ,3,3,3,2, 
2302170101,1,36,1,1,3,3,1,1,3,1,2,2,3,2, ,3,3,1,2, 
2302546037,1,49,1,1,3,1,1,2,3,1,2,1,3,2, ,3,3,3,2, 
2302601177,1,26,1,1,2,3,1,2,3,1,2,0,4,2, ,3,3,3,2, 
2302621092,1,49,1,1,2,2,1,2,2,1,1,1,2,2, ,3,3,3,2, 
2302689189,1,50,1,1,3,2,1,2,5,1,2,1,4,2, ,3,3,1,2, 
2302867272,1,25,1,1,3,3,1,2,3,1,2,1,1,2, ,1,3,1,2, 
2302867441,1,26,1,1,3,3,1,1,3,1,2,1,1,2, ,3,3,3,2, 
2302919207,1,47,2,1,2,3,1,1,3,1,2,1,4,2, ,3,3,3,2, 
2303323192,1,36,3,1,2,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
2062641129,1,23,4,1,2,2,2,1,3,1,1,0,1,2, ,3,1,3,1,1
2105782139,1,42,2,1,2,3,1,2,5,1,2,2,2,2, ,3,3,3,1,2
2400617072,1,24,1,1,1,3,1,1,3,1,1,1,2,2, ,3,3,3,2, 
2400808018,1,50,1,1,3,2,1,2,4,1,2,1,4,2, ,3,3,3,2, 
2400808114,1,38,1,1,3,3,1,1,3,1,2,1,5,2, ,3,3,1,2, 
2400849102,1,34,1,1,1,3,1,2,3,1,1,2,4,2, ,3,3,3,2, 
2401081012,1,63,1,1,3,2,1,2,4,1,1,1,1,2, ,3,3,1,2, 
2401083003,1,31,1,1,3,3,1,1,3,1,2,1,2,2, ,3,3,3,2, 
2401614060,1,42,1,1,1,1,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2401710029,1,30,1,1,2,2,1,2,3,1,1,1,4,2, ,3,3,3,2, 
2106632179,1,44,3,1,3,2,2,2,3,1,1,0,4,2, ,3,3,3,1,1
2402526026,1,72,1,1,3,1,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2402798103,1,52,1,1,2,1,1,1,3,1,2,0,1,2, ,3,3,3,2, 
2402949046,1,32,1,1,2,1,1,2,4,1,2,0,5,2, ,3,1,3,2, 
2106944005,1,40,3,2, , ,1,2,3,1,1,0,5,2, ,3,3,3,1,2
2160138087,1,31,4,1,2,2,3,2,1,1,1,0,5,2, ,3,3,3,1,1
2403526179,1,56,2,1,2,3,1,2,3,1,1,1,1,2, ,3,3,3,2, 
2404116141,1,51,3,1,3,3,1,2,3,1,1,1,4,2, ,3,3,3,2, 
2161595069,1,37,4,1,3,2,2,2,1,1,1,0,5,2, ,3,3,3,1,2
2460728196,1,51,4,2, , ,4,2,1,3,1,0,5,2, ,3,3,3,2, 
2201694103,1,55,1,1,3,2,1,1,3,1,1,1,2,2, ,3,3,3,1,2
2202019025,1,11,1,1,2,3,1,1,3,1,1,0,1,2, ,3,3,3,1,2
2202163145,1,51,2,1,2,2,1,2,3,1,1,2,1,2, ,3,3,3,1,2
2260108194,1,43,4,1,3,2,2,2,3,1,2,1,1,2, ,3,3,3,1,2
2260433034,1,32,4,2, , ,5,2,1,1,1,1,1,2, ,3,3,3,1,2
2500767006,1,27,1,1,2,3,1,1,3,1,2,1,4,2, ,3,3,3,2, 
2500968100,1,39,1,1,1,3,1,1,3,1,2,1,5,2, ,3,3,1,2, 
2501054045,1,62,1,1,2,3,1,2,3,1,2,2,4,2, ,3,3,3,2, 
2501054097,1,15,1,1,2,3,1,1,3,1,2,2,4,2, ,3,1,3,2, 
2260649019,1,63,4,1,1,1,1,1,3,1,1,1,5,2, ,3,3,3,1,2
2501779142,1,33,1,1,2,3,1,1,3,1,2,1,5,2, ,1,1,3,2, 
2502462075,1,45,1,1,2,3,1,1,3,1,2,2,3,2, ,3,3,3,2, 
2502462093,1,36,1,1,2,2,1,1,3,1,2,1,1,2, ,3,3,3,2, 
2300129055,1,67,1,1,3,3,1,2,3,1,1,2,5,2, ,3,3,3,1,2
2502572117,1,34,1,1,2,3,1,1,3,1,2,1,4,2, ,3,3,3,2, 
2502658023,1,33,1,1,3,3,1,1,3,1,2,1,4,2, ,3,3,3,2, 
2502962008,1,32,1,1,3,3,1,1,3,1,1,0,5,2, ,3,3,3,2, 
2503202131,1,56,1,1,3,3,1,1,3,1,2,0,1,2, ,3,3,3,2, 
2503292033,1,27,1,1,2,3,1,1,3,1,1,1,1,2, ,3,3,3,2, 
2503717058,1,39,1,1,1,3,1,1,3,1,2,2,5,2, ,3,3,3,2, 
2503954031,1,42,1,1,2,3,1,1,3,1,1,1,4,2, ,3,3,3,2, 
2504064009,1,40,1,1,1,1,1,1,3,1,2,1,2,2, ,3,3,3,2, 
2504299071,1,27,2,1,2,2,1,1,3,1,2,1,5,2, ,3,3,3,2, 
2504845015,1,65,3,1,3,3,1,1,3,1,2,1,5,2, ,3,3,3,2, 
2504860074,1,57,3,1,3,3,2,1,3,1,2,0,2,2, ,3,3,3,2, 
2504860144,1,35,3,1,1,3,1,1,3,1,2,1,5,2, ,3,3,3,2, 
2560325101,1,35,4,1,3,3,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2600323010,1,31,1,1,2,3,1,1,3,1,2,2,4,2, ,3,3,3,2, 
2600373071,1,32,1,1,3,3,1,2,3,1,2,1,2,2, ,3,3,3,2, 
2600683075,1,41,1,1,1,3,1,1,3,1,2,0,4,2, ,3,3,3,2, 
2401081136,1,63,1,1,1,1,1,1,3,1,2,3,4,2, ,3,3,3,1,2
2601995054,1,75,1,1,1,2,1,1,4,1,2,2,4,2, ,1,1,2,2, 
2602251092,1,32,1,1,2,2,1,1,3,1,2,1,1,2, ,3,3,3,2, 
2602560075,1,59,1,1,1,3,1,1,3,1,1,1,5,2, ,3,3,3,2, 
2603686117,1,24,1,1,9,3,1,1,3,1,2,0,5,2, ,3,3,1,2, 
2603861115,1,31,1,1,2,2,1,1,3,1,2,2,5,2, ,3,3,3,2, 
2604246132,1,23,1,1,2,3,1,1,4,1,2,0,4,2, ,3,3,3,2, 
2604644055,1,38,1,1,3,3,1,1,3,2,2,0,4,2, ,3,3,3,2, 
2604644168,1,58,1,1,1,2,1,1,3,2,2,1,5,2, ,3,3,3,2, 
2604696040,1,62,1,1,2,2,1,1,3,1,2,2,6,2, ,3,3,3,2, 
2605088015,1,27,1,1,2,3,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2605713203,1,22,2,1,2,2,1,1,3,1,1,4,2,2, ,3,3,3,2, 
2605763240,1,67,2,1,2,2,1,1,3,1,2,1,3,2, ,3,3,3,2, 
2605919084,1,50,2,1,2,3,1,1,3,1,1,2,4,2, ,3,3,3,2, 
2606227032,1,80,3,1,3,3,1,2,3,1,1,0,5,2, ,1,3,3,2, 
2404049158,1,56,3,1,2,2,1,1,3,1,1,2,1,2, ,3,3,3,1,1
2700012113,1,35,1,1,1,3,1,2,3,1,1,2,4,2, ,3,3,1,2, 
2700127024,1,47,1,1,1,1,1,1,3,1,2,1,1,2, ,3,3,3,2, 
2404116078,1,80,3,1,2,2,1,2,3,1,1,0,5,2, ,3,3,3,1,2
2700355003,1,65,1,1,1,1,1,2,3,1,2,0,4,2, ,3,3,3,2, 
2700577020,1,68,1,1,3,3,1,2,4,1,1,1,2,2, ,3,3,3,2, 
2700618099,1,30,1,1,2,1,1,2,3,1,2,0,5,2, ,3,3,3,2, 
2460362024,1,47,4,1,1,2,1,2,3,3,1,1,5,2, ,3,3,3,1,1
2701333006,1,42,2,1,1,2,1,2,3,1,2,2,4,2, ,3,3,1,2, 
2460497053,1,84,4,1,1,2,1,2,3,3,2,1,5,2, ,3,3,3,1,2
2701688036,1,58,3,1,1,1,1,2,3,1,2,1,1,2, ,3,3,3,2, 
2701688223,1,45,3,1,2,2,1,2,7,1,2,1,4,2, ,3,3,3,2, 
2460497178,1,37,4,1,3,3,3,1,3,3,2,0,1,2, ,3,3,3,1,2
2701877273,1,44,3,1,3,3,1,2,3,1,2,0,5,2, ,3,3,3,2, 
2560409186,1,53,4,1,1,2,1,1,3,1,2,1,5,2, ,3,3,3,1,2
2801175051,1,22,1,1,2,2,1,2,3,1,2,2,5,2, ,3,3,3,2, 
2603031039,1,7,1,1,2,2,1,1,3,1,2,1,4,2, ,3,3,3,1,2
2804039040,1,58,1,1,2,3,1,1,5,1,1,1,1,2, ,3,3,3,2, 
2804767035,1,36,1,1,2,3,1,2,3,1,2,1,3,2, ,3,3,3,2, 
2804956033,1,11,1,1,1,1,1,1,3,1,1,1,4,2, ,3,3,3,2, 
2804956088,1,42,1,1,2,3,1,2,3,1,2,1,2,2, ,3,3,3,2, 
2805845086,1,37,1,1,2,3,1,1,3,1,1,2,5,2, ,3,3,3,2, 
2806097015,1,62,1,1,3,3,1,1,3,1,1,0,1,2, ,3,3,3,2, 
2806203036,1,34,1,1,1,2,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2806391086,1,41,1,1,3,3,1,2,3,1,2,1,2,2, ,3,3,3,2, 
2807004021,1,45,1,1,2,3,1,1,3,1,1,0,4,2, ,3,3,3,2, 
2807420055,1,53,2,1,1,2,1,1,3,1,1,1,1,2, ,3,3,3,2, 
2807510005,1,73,2,1,1,1,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2860120246,1,42,4,1,3,3,1,2,3,1,1,1,2,2, ,3,3,3,2, 
2900037064,1,28,2,1,2,1,1,2,3,1,1,2,2,2, ,3,3,3,2, 
2900236080,1,70,2,1,2,2,2,2,3,1,1,0,1,2, ,3,3,3,2, 
2900324211,1,30,2,1,1,2,1,2,2,1,1,0,4,2, ,3,3,3,2, 
2900363215,1,66,2,1,1,2,1,2,3,1,1,1,2,2, ,3,3,3,2, 
2900443046,1,24,2,1,2,2,1,1,3,1,2,0,5,2, ,3,3,3,2, 
2900501007,1,47,2,1,3,2,1,2,3,1,1,1,4,2, ,3,3,3,2, 
2900510017,1,58,2,1,3,3,1,2,1,1,1,1,1,2, ,3,3,3,2, 
2900772158,1,28,2,1,2,2,1,2,3,1,1,1,2,2, ,3,3,3,2, 
2900830001,1,44,2,1,2,3,2,2,3,1,2,1,5,2, ,3,3,3,2, 
2900909032,1,20,3,1,1,1,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2900909098,1,61,3,1,2,2,2,2,3,1,1,0,2,2, ,3,3,1,2, 
2900909131,1,44,3,1,3,3,2,2,4,1,2,0,5,2, ,3,3,3,2, 
2900970209,1,48,3,1,3,2,1,2,3,1,2,1,2,2, ,3,3,3,2, 
2901007043,1,57,3,1,2,2,1,2,3,1,1,0,2,2, ,3,3,3,2, 
2804829074,1,60,1,1,3,3,1,2,3,1,1,0,1,2, ,3,3,3,1,2
2901025176,1,70,3,1,1,3,1,1,3,1,2,1,4,2, ,3,3,3,2, 
2901025189,1,53,3,1,1,2,1,2,3,1,2,0,5,2, ,3,3,3,2, 
2807510083,1,59,2,1,3,2,1,2,3,1,1,1,5,2, ,1,3,1,1,2
2901136081,1,35,3,2, , ,1,2,3,1,1,0,4,2, ,3,3,3,2, 
2901136097,1,32,3,2, , ,1,2,3,1,1,0,4,2, ,3,3,3,2, 
2901170030,1,33,3,1,2,3,1,2,3,1,2,0,2,2, ,3,3,1,2, 
2900363004,1,59,2, , , ,1,1,3,1,1,0,1,2, ,3,3,3,1,2
2900864021,1,65,2,1,2,2,2,2,3,1,2,1,5,2, ,3,3,3,1,1
2901897074,1,51,3,1,2,3,2,2,3,1,2,1,5,2, ,3,2,3,2, 
2901965066,1,29,3,1,2,3,1,2,3,1,1,0,5,2, ,3,3,3,2, 
2901968079,1,42,3,1,2,1,1,2,3,1,1,2,1,2, ,3,3,2,2, 
2901988240,1,38,3,1,2,2,1,2,3,1,2,1,5,2, ,3,3,3,2, 
2960087081,1,60,4, , , ,2,1,3,1,1,0,5,2, ,3,3,3,2, 
2901129070,1,76,3,1,2,2,1,2,3,1,1,0,5,2, ,3,3,3,1,2
2960131244,1,66,4,1,2,2,2,2,3,1,2,0,1,2, ,3,3,3,2, 
2960207235,1,50,4,1,3,3,1,2,3,1,1,0,1,2, ,3,3,3,2, 
2960247112,1,53,4,1,2,1,1,1,3,1,1,1,1,2, ,3,3,3,2, 
2901581141,1,32,3,1,2,2,1,2,3,1,1,0,4,2, ,3,3,3,1,1
2901716146,1,44,3,1,1,1,1,2,5,2,1,0,1,2, ,3,3,3,1,2
2960247197,1,25,4,1,3,3,1,1,3,1,1,0,6,2, ,1,3,1,2, 
3000089039,1,50,1,1,3,3,1,1,3,1,1,2,2,2, ,3,3,3,2, 
3001079160,1,47,1,1,2,3,1,1,3,1,2,1,1,2, ,3,3,3,2, 
3002407057,1,39,1,1,2,1,2,2,5,1,1,0,6,2, ,3,3,3,2, 
3002407125,1,42,1,1,2,2,1,1,3,1,1,0,5,2, ,3,3,3,2, 
3004810065,1,24,1,1,2,3,1,2,3,1,1,0,5,2, ,3,3,3,2, 
2960087022,1,31,4,1,2,1,2,1,3,1,1,1,1,2, ,3,3,3,1,1
3005272046,1,26,2,1,2,2,1,1,3,1,1,1,1,2, ,2,1,2,2, 
3005272078,1,7,2,2, , ,3,1,3,1,1,0,1,2, ,3,2,3,2, 
3005520008,1,59,2,1,3,1,1,1,3,1,2,0,5,2, ,3,3,3,2, 
3005520152,1,57,2,1,1,2,1,1,3,1,1,1,1,2, ,3,3,3,2, 
3006626144,1,24,2,1,3,3,2,1,3,1,2,0,1,2, ,3,3,3,2, 
2960207140,1,56,4,1,2,2,2,1,3,1,1,0,5,2, ,3,3,3,1,2
3009756148,1,63,3,1,1,3,1,2,3,1,2,2,4,2, ,3,3,3,2, 
2960207274,1,44,4,1,3,1,2,2,3,1,2,0,5,2, ,3,3,3,1,2
3010329114,1,35,3,1,3,3,1,1,1,1,1,1,5,2, ,3,3,3,2, 
3060643145,1,54,4,2, , ,3,2,3,3,1,0,5,2, ,3,3,3,2, 
3060715082,1,27,4,1,2,2,1,1,3,1,1,1,5,2, ,3,3,1,2, 
3061108143,1,56,4,1,3,3,2,2,1,3,2,0,4,2, ,3,1,3,2, 
3005272027,1,31,2,1,2,2,1,1,3,1,2,1,1,2, ,3,3,3,1,2
3007354091,1,63,2,1,1,3,1,2,3,1,2,4,5,2, ,3,3,3,1,2
3062619027,1,62,4,1,3,3,2,2,1,3,1,0,5,2, ,3,3,3,2, 
3100002061,1,82,1,1,3,3,1,2,3,1,1,0,6,2, ,3,3,3,2, 
3100612048,1,44,1,1,9,3,1,1,3,1,1,1,1,2, ,3,3,3,2, 
3100663009,1,12,1,1,1,3,1,2,3,1,1,0,5,2, ,3,3,3,2, 
3100964088,1,36,1,1,2,2,1,1,3,1,1,2,5,2, ,3,3,3,2, 
3100983015,1,77,1,1,1,1,1,1,3,1,2,0,5,2, ,2,2,3,2, 
3101133088,1,20,1,1,3,3,1,1,5,1,1,0,1,2, ,3,3,3,2, 
3101163053,1,30,1,1,2,1,1,2,3,1,1,0,1,2, ,3,3,3,2, 
3102076022,1,45,1,1,3,2,1,1,3,1,1,2,1,2, ,3,3,3,2, 
3102184089,1,37,1,1,3,3,1,1,3,1,2,2,4,2, ,3,3,3,2, 
3102275009,1,64,1, , , ,1,1,3,1,2,0,5,2, ,3,3,3,2, 
3102373092,1,23,1,1,3,3,1,1,3,1,1,1,4,2, ,3,3,3,2, 
3102447041,1,10,2,1,2,2,1,1,3,2,2,0,1,2, ,1,3,3,2, 
3102477060,1,41,2,1,3,2,1,2,3,1,2,1,5,2, ,3,3,1,2, 
3102796239,1,59,2,1,2,3,1,2,3,1,1,4,4,2, ,3,3,3,2, 
3102957044,1,35,2,1,3,3,1,2,3,1,2,2,2,2, ,3,3,3,2, 
3102957163,1,22,2,1,2,3,1,1,3,1,1,0,1,2, ,3,3,3,2, 
3103005007,1,48,2,1,3,3,1,1,3,1,2,1,1,2, ,3,3,3,2, 
3103005064,1,33,2,1,3,3,1,2,3,1,2,1,4,2, ,3,3,3,2, 
3103005124,1,49,2,1,3,3,1,2,3,1,2,0,1,2, ,3,3,3,2, 
3101354103,1,26,1,1,3,3,1,1,3,1,1,1,1,2, ,3,3,3,1,2
3103479247,1,71,3,1,2,3,1,1,1,1,2,1,1,2, ,3,3,3,2, 
3103733006,1,21,3,1,2,2,1,1,3,1,1,0,2,2, ,3,3,3,2, 
3103778122,1,60,3,1,3,3,1,2,1,1,2,0,4,2, ,3,3,3,2, 
3103778153,1,38,3,1,2,2,1,2,1,1,1,0,5,2, ,3,3,3,2, 
3103778190,1,37,3,1,3,2,1,1,1,1,1,0,5,2, ,3,3,3,2, 
3103579032,1,46,3,1,1,3,1,2,3,1,2,0,1,2, ,3,3,3,1,2
3103923415,1,32,3,1,1,1,2,2,1,3,2,0,6,2, ,2,3,3,2, 
3103923217,1,48,3,1,2,2,2,2,1,3,2,0,5,2, ,3,3,3,1,1
3160084189,1,24,4,1,3,1,2,2,1,1,2,0,5,2, ,3,2,2,2, 
3103923511,1,25,3,1,2,2,2,2,1,1,1,0,4,2, ,1,3,1,1,1
3160503149,1,27,4,1,2,2,1,2,1,1,2,0,3,2, ,3,3,3,2, 
3200207090,1,37,1,1,1,1,1,2,3,1,1,1,1,2, ,3,3,3,2, 
3200262107,1,24,1,2, , ,1,1,3,1,1,1,1,2, ,3,3,3,2, 
3200206129,1,50,1,1,2,1,1,2,3,1,2,2,4,2, ,3,3,3,1,2
3200883061,1,67,1,1,3,3,1,2,3,1,1,1,4,2, ,3,3,2,2, 
3200960109,1,33,1,1,2,2,1,1,3,1,1,1,4,2, ,3,3,3,2, 
3201039048,1,27,1,1,3,2,1,2,3,1,2,1,4,2, ,3,3,3,2, 
3201113132,1,42,1,1,2,2,1,1,3,1,2,1,1,2, ,3,3,3,2, 
3201251019,1,54,2,1,3,3,1,1,3,1,2,2,5,2, ,3,3,3,2, 
3201251111,1,60,2,1,3,3,1,1,3,1,2,1,5,2, ,3,3,2,2, 
3200883173,1,37,1,1,3,3,1,2,3,1,1,1,1,2, ,3,3,3,1,2
3201356179,1,48,2,1,2,1,1,2,3,1,2,0,4,2, ,3,3,2,2, 
3201523084,1,23,2,1,2,2,1,1,3,1,2,1,1,2, ,3,3,3,2, 
3201523235,1,25,2,1,3,2,1,1,3,1,2,1,5,2, ,3,3,3,2, 
3201527236,1,41,2,1,2,1,1,2,3,1,2,1,5,2, ,3,3,3,2, 
3201527246,1,27,2,1,2,1,1,1,3,1,2,2,4,2, ,3,3,3,2, 
3202046010,1,32,3,1,2,1,1,2,3,1,2,1,4,2, ,3,3,3,2, 
3202046019,1,39,3,1,2,2,1,2,3,1,1,1,5,2, ,3,3,2,2, 
3202046090,1,47,3,1,3,3,1,2,3,1,1,0,1,2, ,3,3,3,2, 
3202395135,1,28,3,1,3,3,1,1,3,1,2,2,6,2, ,3,3,3,2, 
3202336193,1,64,3,1,3,3,1,2,3,1,1,0,5,2, ,3,3,3,1,2
3260013183,1,28,4,1,3,1,2,1,3,3,1,0,4,2, ,3,3,3,2, 
3260013186,1,38,4,2, , ,3,2,3,3,2,1,4,2, ,3,3,3,2, 
3260197084,1,56,4,1,3,1,2,2,3,3,1,0,5,2, ,2,2,2,1,2
3260197264,1,68,4,1,2,2,2,1,3,3,1,1,5,2, ,3,3,3,2, 
3260601024,1,40,4,1,1,2,1,2,3,3,1,1,1,2, ,3,3,3,2, 
3260729078,1,50,4,1,2,3,1,2,3,1,2,1,2,2, ,3,3,3,1,2
3260729081,1,41,4,1,1,3,2,2,3,1,1,2,1,2, ,3,3,3,2, 
301171118,1,60,3,1,1,1,1,1,3,1,1,1,1,2, ,3,3,3,1,2
